"run_id","habitat_patches"
"643635588548921D",9
"643652585056071E",8
"643658477021513B",11
"643690772050332D",4
"643693429010552A",9
"643772872106615D",6
"643856197111258B",4
"64386943175047B",3
"643880232023918C",13
"643896279269305D",9
"643996535560716E",11
"644107932362248A",11
"644127316856744E",3
"644142113416839B",8
"644150203701097E",5
"644217429844423E",5
"644271342648141D",10
"644319444240705C",3
"64450879558365A",4
"644613263181509D",15
"644639384554591C",4
"644722588872360B",13
"644777552248520E",4
"644814746218354C",5
"644853100616548A",6
"644910296322742C",11
"644910302031316B",14
"644928526259139E",16
"644967699631613A",7
"645012303690890A",15
"645034391041863B",3
"645048892981943A",11
"645120776557328E",12
"64521497802011A",18
"645273983252475A",12
"645284414820584E",9
"64537727541316C",10
"645397911204073B",5
"645425405665121B",10
"645476716255205E",8
"645508493582677E",11
"64551347566891D",11
"645588463556643B",13
"645604921344355A",16
"645635187524962B",3
"645655064924497C",11
"645753166929689A",10
"6458018936976B",17
"645888541009140E",12
"646002203770129B",11
"646032175390012B",14
"64606719808227A",13
"646070470427263C",4
"646099936324421C",12
"646123899667751E",11
"646170185371218E",13
"646206891841358B",15
"646273541113923B",16
"646284545278887B",4
"646291733728439D",4
"646343213731507C",12
"646351395038059D",9
"646377296255316B",6
"646389181383962C",9
"646478765397253A",2
"646505898464575B",12
"646527187412784B",13
"646531157464877B",4
"646737398311878D",12
"646755172481291E",9
"646758652364316C",9
"646772065007245C",5
"646800514225251C",2
"646812776949817A",7
"646817124757560D",8
"64685821555922E",8
"646906777002915D",10
"64692736933400A",4
"64693571425719E",5
"646936269947234E",3
"647027139205750B",14
"647088353206104D",9
"647099075779821D",5
"647104189248827A",4
"647119741425958D",13
"647151854115275B",3
"647221429366472E",9
"647255946101632A",3
"647262781958171B",14
"647268106525251E",16
"647293485641233E",9
"647332921430630E",9
"64736669340443C",14
"647392073426489B",10
"647452810247833E",3
"647541133226617B",12
"647543137977714A",3
"647579500972233A",10
"64758583875788D",6
"647618154627979A",10
"64765653271518E",9
"647676907052946C",10
"647719241344406A",3
"647926018466149D",17
"647955164576864C",6
"647991644080740B",12
"648018649917231B",11
"648042281446069C",7
"648095004533408D",8
"648163829524963C",10
"648219361219047B",10
"648229485457986E",3
"648243396334252B",5
"648301380930542D",2
"648309427808919E",7
"648372330125136A",11
"648459004279005E",10
"648476758019790E",11
"648487602804064D",15
"648500130466979C",11
"648515022807967D",14
"648515284682046E",9
"648563179363785A",12
"648613373167862A",18
"64861623893552C",3
"648629396809099C",7
"648635280807430B",12
"648657651998713B",18
"648664318235376B",11
"64867140020398E",7
"648690113913861B",2
"648751790780684B",12
"648753788516534E",8
"648812794774927B",14
"648881102677517C",14
"648893533840556D",5
"64890005735861C",10
"648946649373635A",2
"648958362556538C",9
"648972698391837E",4
"649028469632056E",12
"649067772141983E",6
"64909545018264E",8
"64915244402914C",8
"649155780573429E",15
"649238918855091A",12
"649255145556722C",2
"649269778693450E",9
"649291815285723E",5
"649295468947269C",9
"649332099216463C",5
"649340933426480C",6
"649353147252805D",2
"649376709785884E",5
"649385906625744B",13
"649438260005449A",13
"649524338318238A",6
"649535895842383C",5
"649588592009319A",4
"649633932517296D",4
"649715327744967D",8
"649724648314129D",4
"649728742000007A",17
"649729392377305B",5
"649778906838351E",5
"649786291095535E",7
"649802607722761C",7
"64985032675404C",2
"649879862783948B",8
"649889203437791D",15
"64993301940985C",7
"649949263003933D",5
"649954895132535B",11
"649997302075160C",10
"650005163255954E",5
"650049555213958E",11
"650066237280157A",7
"650093761160613A",5
"650097811742146B",8
"650116330586695D",9
"650140715660864A",15
"650142636905348A",13
"650206484265228B",13
"650216456784774B",8
"650227615437363D",8
"650344429546869C",5
"650372478327180B",15
"650382677943829B",10
"65059640380397A",10
"650604049144864B",12
"650706463954229B",18
"650749345828292D",12
"650788537098257C",3
"65079794455099E",7
"650823603739463A",13
"650860413904183D",8
"650879188508293C",8
"650908079841423E",3
"650960370964220B",8
"650988543385918D",9
"651008500784233B",6
"651036771443693E",11
"651053227060671D",2
"651058809991428A",11
"651408791054141B",2
"651456168214172A",3
"651461223161911C",11
"651532524654415D",7
"651547349301558B",12
"651557392647612E",8
"651595579498624D",2
"651635978560282E",12
"651658633408019A",7
"651698627814707B",7
"651820820489716E",13
"651856617302494C",3
"651857611992650C",2
"651928012123899B",10
"651933402823874C",13
"651935183442566C",11
"65195957395436E",8
"651999849847357D",9
"652081102678683A",11
"652211227385765A",5
"652225006768400B",11
"652245657247351D",3
"652308951056950D",8
"652351282339891D",8
"652390666885725D",9
"652512256069061C",11
"652545711956235A",12
"652607157891481A",2
"652631015261775E",14
"652641573389006E",12
"652748612430418A",2
"652841191965530B",4
"652880109745040D",3
"652970166132450A",14
"652994555365942E",6
"652999303436249A",5
"653007924731510D",2
"653048227227987A",9
"653097813502640E",11
"653292973224142C",12
"653371746448809E",10
"653408642626038C",3
"653418137474356D",9
"65341979792185D",8
"653489076702306A",8
"653490295586857E",11
"653508176756185E",3
"653668123742253E",4
"653677566374285C",5
"653731890982634E",4
"653751470500010C",6
"653775678615323D",15
"653847829627068E",15
"653899166960308D",5
"653937712535648B",9
"654017069944069D",11
"654019487093192C",11
"654029165798597C",12
"654157766378153D",12
"654205110779861C",6
"654212061841546C",9
"654336943180692C",2
"654344345908036D",11
"654373169900726B",2
"654385614085245B",11
"654437147575089A",3
"654464217687676D",13
"65461928393377C",18
"654627697118960B",11
"654641600496928D",10
"654649889664389B",18
"654756784558032B",4
"65476740310825B",6
"654785956782275E",3
"654851536636418D",9
"654876360057080B",13
"654899202715354B",7
"654918642308655B",3
"654939939570303D",3
"655081509470331D",11
"655186381632488E",10
"655205390428675E",14
"655209556925436A",11
"655334414311332B",13
"655342431254745A",10
"655344817382380E",13
"655373793896323E",11
"655422993912865B",10
"655426061402332C",2
"655442340244242B",12
"655528491918940A",2
"655531329071995A",8
"655540286492145D",10
"655545837380004B",8
"655613461757892D",3
"655640341467925A",18
"655647938776884D",6
"655670255320931A",5
"655674861264481E",13
"655679567213900A",2
"655696981633929C",16
"655715466082391E",6
"655742202579758A",17
"655874073429331D",10
"655961424823207B",2
"655968721883006C",10
"655995085873148C",5
"656008523523285C",10
"656095102546832A",6
"656107045936463A",4
"656127186874264B",3
"656197521439007B",3
"656206994936907C",8
"656409456866457A",4
"65645853007342C",2
"656481235093560D",14
"656512841323110B",2
"65652077721485D",13
"656558710378502A",2
"656565800394270C",2
"656593544874184E",18
"656613780653506D",9
"65675264978953A",14
"656791070726020D",5
"656791842031159A",6
"656809555622412A",5
"65687119990938C",8
"656874468838260B",17
"656887397641664A",16
"65688831516142A",12
"656915432644878B",7
"656921383796442D",11
"656933798058472B",12
"656935390503152C",3
"656937604570881B",20
"656994046125931A",8
"657017649546989B",6
"657045822076059D",2
"657089761636084D",2
"657109558356266D",11
"657163878010248E",10
"657236907246503B",18
"657254650118839C",4
"657359600880649A",7
"657417171496640A",13
"657486222016128B",9
"657555452685151C",7
"657557546764118C",7
"657662560757237D",9
"657823754433111A",2
"657877362518653C",2
"657893007587595B",10
"658002266970275D",9
"658034211542417B",9
"658083940297338C",10
"658177737515750E",2
"658209856787744D",8
"658221287428729D",10
"658296881163555C",14
"65830837569851B",5
"658345944171387E",3
"658363041432441D",3
"658377425974546C",9
"658438495930530A",16
"658449813721455A",14
"658453716497299B",3
"658491958311232A",12
"658498073805952D",16
"658509516763240D",5
"658533382876628D",18
"658535200822979C",15
"658545918628823A",2
"658581928445650A",13
"658605299895032B",14
"65864387661776B",2
"658717867207223E",13
"658768312330603B",4
"658817107415629D",2
"65882814200118C",2
"658833861712939D",13
"659022357437336E",12
"659059258680668B",2
"659099888398236C",9
"659126708694185C",2
"659142416502551D",8
"659150282877452C",11
"659166230139664D",5
"65928859052681B",4
"659304181274342C",2
"659338171640729C",11
"659364961769815B",13
"659381544724777A",14
"659382621925292C",14
"659393913863761A",9
"659437665364197E",2
"659447091571106E",3
"659491052563234A",11
"659547611987798D",7
"659567701372096C",10
"659653818933240D",4
"659751338074939B",5
"659753216339472B",4
"659796919278858D",4
"659907930701249D",2
"65991093112290C",4
"659952595521089B",5
"659953400322124A",10
"659954449902066D",8
"659986572065509E",14
"659990937168752C",6
"660025022592490D",7
"660030345622598B",11
"660095883042894A",4
"660101996578851D",5
"660107989033488C",14
"660119334165769A",8
"660142599198050A",2
"660208586542002E",4
"660221749244874D",4
"660232059781802D",13
"660239621815441C",12
"660262484258884A",2
"660262655414185C",13
"660290353226659A",7
"660295169191740B",7
"660303814059839E",9
"660343330256775B",10
"660345234813481E",13
"660347097719450B",17
"660399758621804E",5
"660402050640962C",2
"660469932298645A",4
"660481500961630B",14
"660496434996565D",10
"660547270481859D",17
"66059156543505A",8
"660680015817962A",13
"660716783951434E",9
"660731037391132C",5
"660750559704096C",3
"660754516139187C",15
"660768547155858A",12
"660838980716069C",3
"660901738111787B",4
"660904320578271A",7
"66093691201403B",2
"660941731223393E",14
"660996635976856D",5
"661108930469113C",3
"661111440512378E",10
"661173207054186E",16
"661218020057039E",16
"661218970007559A",7
"661228209925802D",14
"661233188875295B",14
"66124744653276E",2
"661273756990700E",6
"661422808287326D",3
"661442609873053A",14
"661470615726532B",4
"661488930123382A",10
"661495023242050E",2
"661625377547899C",10
"661630112554058E",5
"661671423979876E",16
"661748765318188A",2
"661801514908309A",13
"66182187440361E",17
"661860994584668B",7
"66195081011800E",6
"66196101526713D",8
"661967933259611D",4
"661969774226398D",3
"661982855815754D",3
"662017308132904D",7
"662039245842118D",13
"662045718944589E",6
"662126083637454E",6
"662196587590160E",5
"662200520724536C",12
"662211959673569A",4
"662280616308355C",11
"662332799765363E",12
"662384468004650B",4
"662399255805801E",2
"66242492574567A",8
"662436994149465E",12
"662533926779869C",14
"662588529215403D",4
"662757046383255D",6
"66277251354898C",4
"662876266541586A",2
"662891060387246E",12
"662903522624555E",11
"662924642418668C",2
"662939679873192B",12
"662951851473993C",3
"663183144151614A",2
"663211711389931C",5
"663237583729028C",12
"663245179549950D",3
"663258472239411E",10
"66353318552554E",10
"663559581257837C",7
"663602152011830B",11
"663694542350593A",2
"663735467753014E",3
"66381082991125D",10
"66382585095878D",14
"663826063630818A",11
"663826349114842C",6
"663835641514520C",3
"663965528479261D",7
"663990214385003B",11
"66400493350277E",16
"664037088353032C",7
"664041698363372D",3
"664048162878001C",7
"66408866826341A",4
"664108999467170B",6
"664187560912134E",10
"664209384579326C",4
"664231375280894E",11
"664258057605502E",2
"664270292148038E",6
"664320897308586A",2
"664401702932552B",14
"664410449147500B",12
"664415955908835E",3
"664479594483020A",4
"664503177595398E",9
"664565371073468A",3
"664589176612165E",10
"664598937283009D",10
"664639141768162C",2
"664738435294972C",11
"664755713177317D",11
"664800320903438B",4
"664824958742995E",9
"664829989189691A",4
"664861243496248D",15
"664938988026908E",15
"664954805121923A",2
"665086761588038B",12
"665131438544308B",13
"665196435838490C",11
"66524187512854C",4
"66534679474830B",10
"665461977126001B",13
"665462898725747D",18
"665505051291413E",5
"665529281169902B",3
"665567532288743B",6
"665596574010088B",8
"665620659106868D",5
"665659531055803E",3
"665745624526217A",7
"6658912135197C",2
"665925861169156D",11
"665950540674401E",13
"666048577873280B",5
"666081342135371E",2
"66610284824429D",2
"666172069150049E",2
"666268154447486D",9
"666278613461573E",10
"666303230831134A",3
"66632335892390C",13
"666341975581286C",2
"666447155235720A",4
"666483999863892D",2
"666487942149558A",11
"666491672293428E",6
"66657508370208D",3
"666585449237888E",13
"66665297438068B",8
"666665290753217D",10
"666683679486693A",3
"666782377825064D",2
"666863331478747D",8
"666865720627357E",5
"666888974003683D",14
"666957140903580A",4
"667062012950808D",10
"667103363592839E",12
"66712183833962C",3
"667166234264621C",9
"667199937141236C",16
"667238010264081C",15
"667255663151685D",15
"667295471996897B",3
"667301419500345B",14
"667302194048463A",11
"667351141920200E",4
"66735816422152A",2
"667454985256028B",16
"667506800667741B",5
"66751358680419C",13
"66757937202022C",7
"66771469882218D",2
"667758956820005B",10
"667835648891514B",17
"667835685914558C",4
"667894713216355A",9
"667906829742480C",2
"667918277393016E",2
"667952831757236D",3
"667966633921753C",10
"667977443907089D",14
"667995633511515A",15
"668066512563591A",8
"6681419570737E",10
"668285894996717D",12
"66834162815679E",12
"668363073987312C",13
"668381066569935D",8
"668382919145951B",5
"668405606463810D",2
"668411529414605C",11
"668512400211276C",3
"668539556048719A",17
"668592544228547B",12
"668620757701650E",11
"668720616612495A",10
"668800502099637B",2
"668817234325752E",9
"668829131848629B",2
"668915560788950A",2
"668941547269242D",5
"668957885198002A",15
"668971296630841C",12
"66906121244714C",8
"669075998065393E",4
"669079546777416C",2
"669079918134508C",4
"669133060154304C",12
"669167935260249B",15
"669191341909884C",9
"669246091335770C",8
"669273697177452D",4
"669321305863286B",16
"66933413070321D",11
"669339752783724D",3
"669387524656137D",4
"669407626264615A",5
"669412325549637C",14
"669464158933637E",13
"669538857666187D",11
"669569785708355A",7
"669578554381472C",5
"669592750934552A",4
"669599444115124E",12
"669681011657612C",16
"669691916338512A",10
"669718424095757D",5
"669727313274579A",9
"66979022074953E",4
"669822487185239C",13
"66983357652162A",18
"669857287605367E",13
"669884465918069C",14
"669914034167725E",10
"669924584135440B",5
"669998368429452B",6
"670025167503629C",4
"670103253809729A",13
"670110291235832A",7
"67014462763617C",3
"670155743505308A",13
"670160879199885D",4
"670185217997958D",4
"670257081198965B",3
"670294358599632E",5
"670299010389649A",11
"670299858924227E",14
"670433883805725B",11
"670490566368389D",15
"670554294107371E",15
"670629368094815C",3
"670655397314460E",15
"670708506927984B",14
"670724820596991B",16
"670771626796289E",3
"670800112562890A",16
"670957329592515B",5
"671225876724079A",13
"671230658921671B",7
"671235775748486E",9
"671279922642630D",5
"671383803790718B",6
"671428516171494C",18
"671479493174350B",6
"671538337351295A",7
"671555361599235E",10
"671570363455434C",8
"671575220443356C",8
"671602330440389E",8
"671615591916942C",11
"671632649562325C",10
"671643290447831A",10
"671659725067051B",9
"671668325827076B",5
"671682235270371A",4
"671754588711067B",15
"671775849638462E",4
"671779994213035C",11
"671861913219196C",11
"671899674612602E",6
"671959280316378B",13
"671964177725330D",14
"671979858281988B",15
"672019598936568B",3
"672025539953990B",2
"672030542660295D",6
"672060761999330B",16
"672070735458062D",8
"672155461063378E",8
"672180610245823E",10
"672365503536832D",12
"672449531000334E",17
"672468330502720E",12
"672577614642416E",12
"672580176459773A",2
"672590539714887C",2
"672668496769797D",18
"67275222213725B",8
"672766437292184B",3
"672790022650539A",6
"672978416284786D",2
"672987727644018E",13
"672988697683312B",10
"672996210398814E",18
"67312072394658D",8
"673138156972885B",10
"673146105884801E",9
"673158481932061E",10
"673225364639148C",7
"67322790307123B",8
"67329234554883C",2
"673317339076529C",8
"673365800389298A",6
"673396873069158C",3
"673514590313666B",13
"673523371359668D",14
"673558327202877E",16
"673607005307359E",11
"673638047264476D",14
"673684052845012D",9
"673689847769115E",5
"673715827870160E",5
"673723613906602E",12
"673768016466126C",14
"673818942405415A",5
"673850172910487D",4
"67387120995238E",11
"673933572209704E",6
"673954894107734E",3
"674002504335130B",13
"67400982238962A",5
"674062371305554C",5
"674074837975194C",3
"674090041289145E",5
"674119075407804D",9
"674158788436185A",11
"674160886342657D",14
"674186844841599E",17
"674238404444184C",16
"674345833070065D",2
"674391338264764B",4
"674399669532781E",13
"674407363343646E",3
"674445141980906C",4
"674599628531344C",13
"674602111369862E",10
"674722038824816B",5
"67472359669325C",7
"674740410256838E",15
"674814119222910D",17
"674822450848676D",2
"674860151011206C",2
"674866473274211A",3
"674872928607410A",15
"674894456689593E",6
"674908139868748C",9
"675023792788531C",7
"67504357361755D",7
"675043923427743E",11
"675096928655D",15
"675108925272777C",3
"675117057083405B",11
"675141159019414D",8
"675182833624804B",16
"67520580917819B",7
"675283077030457C",10
"675324107636631E",13
"675374494625760D",3
"675403983444015D",14
"675422355727119C",5
"675432790741853B",5
"67543334424542B",5
"675439610838039E",10
"675505576150854B",12
"675579893185709B",11
"675619842630189C",4
"675651644760624B",13
"67565512673726C",11
"67565722031288E",4
"675676710554210C",8
"675689299856067B",9
"675774779561853E",10
"67578220473965B",7
"675831456596154C",3
"675857734682190E",9
"675883591477394C",3
"675903535033399B",2
"675957991425088B",15
"676000185175193D",3
"676053701291690E",3
"676105738374583C",11
"67612233362755D",16
"676130917257669B",15
"676147234740421A",3
"676151700547272B",9
"676153103067882D",7
"67625864107156E",5
"676286578104373C",16
"676301740738030B",16
"676317309813964C",2
"676395777305133D",16
"676404576123715E",3
"676422919973376B",12
"676432532588080C",16
"676443167385896A",2
"676509904152975D",12
"67655166004712A",6
"676621713160317C",16
"676653783944077E",7
"676705072408223A",5
"676718977818556D",12
"676730705974645D",10
"676751127851840A",5
"676840460347980A",11
"676885972672516A",5
"676897394674388E",14
"676917142971189E",11
"676939678773306E",5
"676952731511652C",7
"67709618752368D",13
"677098542691674D",13
"677108723263075C",10
"67711598880438E",13
"677142336643087A",14
"677178431878192B",11
"677192402636982E",2
"677209375201287E",3
"677256224368155C",11
"677260038535302B",6
"677261004097062D",5
"677341355836741C",3
"677375573798380B",5
"677387148075479E",2
"677388952321842C",10
"677394938591861D",8
"677473891217454C",13
"677484950070931A",4
"677497455188363E",2
"677513329952567A",15
"677526577337199A",12
"677565220774334C",17
"67756818175950D",12
"677732837527656C",3
"677746894692688E",2
"677932403314220E",15
"678008390547626C",13
"67804514914869D",6
"678058478490819C",16
"678098130436117D",4
"678157000181434A",9
"678167493647664D",12
"67824833256135E",7
"678394408460565D",10
"678402068959219A",2
"678443269310787A",8
"678500008230594A",9
"678510123637300C",12
"678548836282093B",3
"678562618441138A",15
"67857950550012E",13
"678583400496036B",7
"678589749656189E",9
"678631410554520E",10
"678701803141366E",6
"678743411956355E",13
"678758653865881D",8
"678799143287400B",9
"678834085532671B",9
"67884210520362A",11
"678853589099062D",14
"678876420270190B",7
"678898186555323D",14
"678918585097626C",12
"678930343545555E",3
"67900568165759D",7
"679025941407876B",7
"679030190000650A",9
"679126525068410A",9
"679141968416829A",4
"679197376261422C",10
"679235396107978C",4
"679296186493235C",10
"679320042319354A",10
"679416458365499D",3
"679421385749296B",11
"679505371191137A",14
"679549973513100C",11
"67957154979893B",15
"679580094408307B",8
"679669782119331B",12
"679746450670179D",6
"679767474561544A",15
"679813815614217E",10
"679869840052910C",12
"679883518319500C",4
"679888074976289E",12
"679897777167647D",12
"679916381205336E",2
"679946800899184E",8
"680068855653556A",10
"68011461599363D",14
"680133126979041A",11
"68018857889426A",7
"680197208571915B",10
"680210777789624B",17
"68023112088805A",10
"680243782642379B",3
"680273113460586A",13
"680317827614134B",19
"680320637488049E",15
"680330382874395E",2
"680372780770785C",6
"680433814002370A",2
"680480661952117A",4
"680502751367210D",5
"680633274577871E",13
"680634828906048D",5
"680681828963653A",3
"680702399984066C",12
"68088569669381D",17
"680889579865785E",4
"680913911426258A",11
"680977432627836A",7
"680989974459927A",2
"681011468981466C",9
"681081846455910B",5
"68108264356111B",11
"681155012987296A",2
"681157006255726B",6
"681173716919035D",10
"681194041020502C",12
"681217169403609E",11
"681224137700402C",4
"681239184016997B",5
"681247903520833A",16
"681257669035088A",2
"681260553068574B",3
"68126231527708C",5
"681319016961063D",4
"681346084456639D",9
"68135367644695B",11
"681445692248514D",4
"681456085726224E",7
"681567271774635D",10
"681604140849198A",12
"68163975684280D",16
"681732388750115C",3
"681803900437115E",10
"681875926736526A",15
"681885386759530D",13
"681898926510047A",7
"682012834921320C",4
"682018845055928B",3
"682099266964311A",4
"682145721561113C",8
"682145773752083A",10
"682207561239176D",11
"682240623693316E",14
"682279512041611B",8
"68230602357001E",15
"682316777350498A",11
"682357236349102D",9
"68238231499185C",2
"682460056931580C",2
"682544319920397A",3
"682612738083870A",16
"682644195448453E",11
"682765380883787A",17
"682829270277682B",17
"682871716013854D",9
"682880966007077B",4
"682889023876000C",6
"682978156390684A",6
"683026574848360D",5
"683039225107579A",11
"683043091691025C",14
"683073031876150E",7
"683145880064821B",16
"683250871025080B",6
"683272999903587A",17
"683280203534267D",18
"683282094259209C",12
"683325952358882A",14
"683363820727022A",5
"683395894240921C",4
"683527691554244E",16
"683588705180507A",5
"683599148690416A",12
"683601871941138A",2
"683630574180116C",9
"683677727798771D",12
"683762534565061A",3
"683880766731865E",2
"683985520414277E",2
"684013247151247D",11
"684054834317530E",13
"684058237224903D",5
"684080049454999D",14
"684144699539285D",5
"684231894708511D",14
"684332047389510B",2
"684423734587272E",11
"68442585312898C",2
"684466444602139B",11
"684519451664312B",6
"684531094369917C",16
"684586385152125E",4
"684613309309025C",12
"684708324210410E",16
"684776368452386C",15
"684906846258171B",6
"684914649583367E",11
"684929041137244D",11
"684955678244246C",14
"685079046158213A",5
"685100053719994D",15
"685145287812307E",14
"685192012714260D",9
"685198476082817D",4
"685198981959510A",4
"685310772144045C",6
"685312407116529C",9
"685433113161953B",12
"685435999606131D",2
"685467182926386D",6
"685497778675185B",11
"685502695091548C",4
"68550796506974C",11
"685554244431360C",16
"685598646383285D",9
"685709976009380D",3
"685753068069317C",2
"685784926239640A",5
"685792813485812D",4
"685823929625999D",12
"685842232551201D",12
"685856408828407D",11
"685951103599204B",10
"686024019482629E",5
"686028187011349D",8
"686063916118910D",4
"686097517574036D",10
"686107013997638A",10
"686169941622392D",3
"68619031925863B",8
"686213638256880B",2
"686263451896714B",13
"686282293138705A",6
"686313667876983A",8
"686330045985606D",11
"686366900714627D",6
"6863827933644D",4
"686393766071251A",9
"686412526955760C",14
"686456749152546B",13
"686466176488462B",5
"686708096983894B",15
"686721136250387A",15
"686730401571634B",13
"686861539656079D",10
"686901383779656C",4
"686932673285161A",11
"68695520180355B",4
"686998889103578C",4
"68699964200351E",7
"687046206188940B",10
"687075086167255E",16
"687160612341087B",16
"687179579981046C",11
"68720404969079E",11
"687204361207629E",11
"687280049104592A",10
"687329916449637B",10
"687341473169658E",5
"687379032334319C",16
"687445508502188B",2
"6874703271337A",17
"687520856691876A",16
"687527712982660D",2
"687542691993647E",3
"687622278828645E",9
"687629766669171E",3
"687638258400212E",21
"687647540263616E",8
"687664808581081A",4
"68774085071567B",12
"687746541755363A",3
"687814350486327C",14
"687819489736037A",4
"68785542095269B",17
"687860989611645D",14
"687935662918343E",15
"68801820749457B",6
"688023902983424E",12
"688037400747479A",11
"688063613159367B",4
"68813910121911C",11
"688145450817568A",11
"688157706534216D",3
"688159407848662A",4
"688312516462019D",11
"688349557548235B",6
"688403515790809E",11
"688488143836111B",5
"688525405911332D",15
"688612305363131E",11
"688624530552996A",10
"688626754833707C",10
"688693109068776E",11
"688719975563360D",5
"68872967837242B",6
"688838246905817B",4
"688862434283040C",19
"688920609820372E",13
"688927331982724A",4
"688931099738444A",3
"688939804045079E",12
"688955125593651A",11
"688966090176874B",5
"68896953627864E",6
"688970473407862C",9
"688992219121571C",5
"689007655858785E",2
"689053503851994B",8
"689102599339833B",5
"689105727797862B",4
"689118933919841B",2
"689120366788810E",2
"689126389269270B",6
"689132498520210B",12
"689139189719391C",2
"68919590111875C",5
"689214171070849C",2
"68922906367329B",2
"689321390948746E",3
"689334292236654D",7
"689356749881125A",7
"689383928056046E",13
"689397460968197C",17
"6893981444126E",13
"68945402335773A",7
"68949317478238D",12
"689495268585878A",10
"689510668489183B",3
"689552384297883C",4
"689632146282961B",2
"689767001338746B",15
"689821137567127E",10
"689836588115888D",8
"689846113359589E",10
"689886894201889A",5
"689903643756882C",9
"689920789158656A",16
"689976649410992B",7
"690019228464038C",9
"690021018054938C",4
"690058775966989C",10
"690081491587719E",9
"690160409924574E",9
"690290758536939C",9
"690309934131858C",12
"690326584290196D",8
"690342272766188E",13
"690352035616685B",3
"690356851978987D",9
"690381712294323A",7
"690406810331104E",8
"690429579413665B",4
"690433024880839A",7
"690462756766881E",8
"690467175193706E",8
"690574361072974E",9
"69057888421468C",10
"690596680647967A",9
"690664221579728E",16
"690668915030351E",10
"690731608273818A",16
"690763800333283B",12
"690784003247071C",4
"690840036609863E",19
"690872867228833C",13
"691013228192545A",9
"691017757612747A",5
"691023210548509A",4
"691043852995231B",7
"691085010237610E",8
"691217255430049B",19
"691259981113655E",2
"691269450512041E",4
"691333521993863D",4
"691352130473363A",3
"691402130660323E",3
"69142399442470E",3
"691437524870646C",16
"691467741577595B",4
"691479515708674C",7
"691571631810758A",14
"691580319800255A",11
"691605915344258D",11
"691675050411350E",11
"691715661160877E",3
"691729949690876D",8
"691743373307447D",8
"691760531145001A",10
"691769936818214B",5
"691790959433014D",3
"691792243101646D",7
"691818850865876C",8
"69184772943294C",4
"691905372636632C",2
"691910830812162D",3
"691954195610633C",2
"69197609062066A",11
"692073888639928C",4
"692076041114748A",7
"692094444906118C",4
"692112332187129D",14
"692151025684614E",8
"692153342998645D",8
"692205888517147D",11
"692218383632222C",4
"69222358544735B",12
"69227312718283C",11
"692416403177204E",19
"692544388818396A",15
"692560687225482D",3
"692610763436443A",10
"692665019338866D",8
"692692229834519D",12
"692777071351625D",5
"692796335111925C",8
"692850551346906D",4
"692858133533330D",2
"692925815584339E",3
"692945997777924D",7
"693063819416958E",11
"693132310649334E",9
"693146611216526A",8
"693322939296016D",9
"693340482003987E",6
"693371878214230D",15
"693383976746944D",10
"693384472012744B",8
"693453474538877A",3
"693618075178512C",13
"693628344947189A",14
"693699969649391D",17
"693735042163226D",2
"693777092970983A",2
"693828074530653A",5
"693853373604589A",20
"693912027730648C",15
"693935323201072B",3
"693955495188597C",10
"69405993537616C",15
"694065592516729B",9
"694087895331474B",14
"694104672504196C",11
"694105692920691A",4
"69416537702160D",6
"694186814740934D",5
"694200858080033D",6
"694206538203004A",7
"694272423007058B",7
"694295758018421B",2
"694489963087440B",9
"694539779682368C",5
"694643508363001B",4
"694672864499781C",5
"694705315908751D",8
"69477405060512B",8
"694791090817151A",13
"694854970514284A",7
"694869182902097D",2
"69490824806826C",2
"694934982824393E",9
"694960201338657E",5
"694998574329063A",6
"695035453048654E",5
"695036650933199A",7
"695051756869504C",12
"695130865355056C",9
"695244692963539A",10
"695341659866918E",2
"695372530870910B",12
"695398475002433A",6
"695440830974140A",8
"695456088794835E",9
"695496790137472B",15
"695543332108946D",9
"695594044669417B",3
"695614107449286A",4
"695670696499503C",13
"695696418420247D",13
"695704122184851C",7
"69574533471462A",14
"695782045450071C",6
"695833473495141D",11
"695881166220289A",11
"695909989527691C",6
"695983540609137A",2
"695987278487425A",13
"696105579970174A",5
"696133893535819D",13
"696211240557444B",16
"696356326717558C",4
"696422976429644C",14
"696464848155073A",3
"696494871345486E",11
"69658674778866B",3
"696589465414104D",10
"696624410033150C",6
"696701711688751E",3
"696701865634782E",2
"696791998457479B",3
"696872238712385E",2
"696921089045712D",8
"697093662769318D",8
"697147919140491E",6
"697172964652577D",15
"69717627224124A",5
"697188001840514B",16
"697255478151078C",2
"697264857558124C",3
"697311239974864C",10
"697324155193372C",10
"697347701258021E",15
"697361156553908D",12
"697405470889651E",6
"697429480173234A",3
"697440026453551E",6
"69746741353225E",7
"697536104472189B",5
"69758794116675D",2
"697670745965405B",12
"697694775867171B",11
"69770851863609B",9
"697907761192438B",6
"697986840502359C",18
"698077833105917D",11
"698153457378362D",14
"698165349311054C",5
"698246747690628E",16
"698282611412529A",2
"69828630761616B",15
"69832131875077C",8
"6983559130154C",7
"698387539906905B",18
"698390806072863A",11
"698437366074433B",5
"698450794895570B",9
"698478961249446B",12
"698551847320675D",11
"698578823389321A",15
"698629406709835D",8
"698698939885452A",14
"69871355832657C",10
"698749768528185A",8
"698797489468001C",12
"698799864782677E",10
"698884959239787A",15
"698890998287399A",12
"698926117059447D",3
"699011509554853D",11
"699100328434710A",6
"699256650500512C",7
